Machine,Start_date,Start_time,End_date,End_time,Uptime,Downtime,Fault,Stops_classification,Transformation,Component,Failure_mode,Stop_classification,Comment
R,2021-06-18,16:12:00,2021-06-18,18:34:00,113,142,Machine Stopped by Operator,PSG Machine,Horizontal Sealing,Rear heating element,Broken heating element cable,,
R,2021-06-18,13:55:00,2021-06-18,14:19:00,24,24,Machine Stopped by Operator,,,,,,
R,2021-06-18,13:18:00,2021-06-18,13:31:00,51,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-18,12:40:00,2021-06-18,18:15:00,13,335,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-06-18,12:22:00,2021-06-18,12:27:00,49,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-18,11:11:00,2021-06-18,11:33:00,32,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-18,10:30:00,2021-06-18,10:39:00,20,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-18,10:00:00,2021-06-18,13:57:00,95,237,Machine Stopped by Operator,Planned Stop,CIL,Inclined conveyor,,,
R,2021-06-18,09:59:00,2021-06-18,10:10:00,94,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-18,08:16:00,2021-06-18,08:25:00,84,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-18,08:03:00,2021-06-18,08:52:00,71,49,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-06-18,06:39:00,2021-06-18,06:52:00,191,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-18,03:24:00,2021-06-18,03:28:00,20,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-18,02:55:00,2021-06-18,03:04:00,52,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-18,01:59:00,2021-06-18,02:03:00,75,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-18,01:35:00,2021-06-18,03:01:00,51,86,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-18,00:40:00,2021-06-18,00:44:00,25,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-18,00:02:00,2021-06-18,00:15:00,138,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-17,21:26:00,2021-06-17,21:44:00,200,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-17,20:43:00,2021-06-17,21:29:00,157,46,Machine Stopped by Operator,Conveyor System,Main Conveyor,,,,Product trapped between main and inclined conveyors
R,2021-06-17,16:44:00,2021-06-17,18:06:00,21,82,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-17,16:12:00,2021-06-17,16:23:00,180,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-17,16:12:00,2021-06-17,16:39:00,180,27,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
R,2021-06-17,13:08:00,2021-06-17,13:12:00,4,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-17,12:46:00,2021-06-17,13:04:00,73,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-17,12:40:00,2021-06-17,13:33:00,67,53,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-06-17,11:11:00,2021-06-17,11:33:00,120,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-17,08:53:00,2021-06-17,09:11:00,30,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-17,08:03:00,2021-06-17,08:23:00,7,20,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
R,2021-06-17,07:47:00,2021-06-17,07:56:00,108,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-17,05:50:00,2021-06-17,05:59:00,171,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-17,02:55:00,2021-06-17,02:59:00,12,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-17,02:30:00,2021-06-17,02:43:00,76,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-17,01:35:00,2021-06-17,02:44:00,21,69,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-17,01:05:00,2021-06-17,01:14:00,134,9,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
R,2021-06-17,00:02:00,2021-06-17,01:06:00,71,64,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-06-16,22:38:00,2021-06-16,22:51:00,45,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-16,21:26:00,2021-06-16,22:42:00,21,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-06-16,21:26:00,2021-06-16,21:53:00,21,27,Machine Stopped by Operator,,,,,,
R,2021-06-16,20:43:00,2021-06-16,21:05:00,7,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-16,19:27:00,2021-06-16,20:36:00,14,69,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-16,18:51:00,2021-06-16,19:13:00,11,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-16,18:29:00,2021-06-16,18:40:00,115,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-16,17:43:00,2021-06-16,18:59:00,69,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-06-16,16:12:00,2021-06-16,16:34:00,78,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-16,15:39:00,2021-06-16,16:30:00,45,51,Machine Stopped by Operator,Pack Material,Polyfilm OOS,Ink stain,Specify in comment,,
R,2021-06-16,14:36:00,2021-06-16,14:54:00,46,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-16,13:55:00,2021-06-16,21:23:00,5,448,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-06-16,13:46:00,2021-06-16,13:50:00,35,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-16,12:40:00,2021-06-16,13:11:00,9,31,Machine Stopped by Operator,,,,,,
R,2021-06-16,12:27:00,2021-06-16,12:31:00,59,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-16,11:17:00,2021-06-16,11:28:00,174,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-16,11:11:00,2021-06-16,11:24:00,168,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-16,10:04:00,2021-06-16,17:32:00,101,448,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-06-16,08:05:00,2021-06-16,08:23:00,15,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-16,08:03:00,2021-06-16,08:52:00,13,49,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-06-16,07:46:00,2021-06-16,07:50:00,222,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-16,02:55:00,2021-06-16,04:04:00,21,69,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-16,02:30:00,2021-06-16,02:34:00,97,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-16,00:40:00,2021-06-16,00:53:00,104,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-16,00:02:00,2021-06-16,02:39:00,66,157,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-06-15,22:38:00,2021-06-15,22:56:00,21,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-15,22:38:00,2021-06-16,03:33:00,21,295,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-06-15,21:26:00,2021-06-15,22:17:00,34,51,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-06-15,20:43:00,2021-06-15,20:52:00,9,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-15,20:43:00,2021-06-15,22:41:00,9,118,Machine Stopped by Operator,Planned Stop,CIL,Markem unit,,,
R,2021-06-15,19:08:00,2021-06-15,20:34:00,59,86,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-15,18:51:00,2021-06-15,20:07:00,42,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-06-15,18:00:00,2021-06-15,18:09:00,163,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-15,17:43:00,2021-06-16,01:11:00,146,448,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-06-15,13:55:00,2021-06-15,15:17:00,49,82,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-06-15,12:53:00,2021-06-15,13:06:00,39,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-15,12:10:00,2021-06-15,12:14:00,34,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-15,11:11:00,2021-06-15,11:36:00,58,25,Machine Stopped by Operator,,,,,,
R,2021-06-15,10:04:00,2021-06-15,10:13:00,46,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-15,09:00:00,2021-06-15,09:18:00,35,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-15,08:03:00,2021-06-15,08:25:00,41,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-15,07:18:00,2021-06-15,07:22:00,177,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-15,02:55:00,2021-06-15,04:21:00,14,86,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-15,02:28:00,2021-06-15,02:41:00,40,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-15,01:35:00,2021-06-15,01:48:00,25,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-15,01:05:00,2021-06-15,01:10:00,20,5,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
R,2021-06-15,00:40:00,2021-06-15,00:45:00,16,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-15,00:09:00,2021-06-15,01:18:00,82,69,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-15,00:02:00,2021-06-15,00:24:00,75,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-14,23:12:00,2021-06-15,00:21:00,25,69,Machine Stopped by Operator,Labour Organization,Contractor inefficiency,,,,
R,2021-06-14,22:38:00,2021-06-14,22:47:00,59,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-14,21:28:00,2021-06-14,21:39:00,137,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-14,21:26:00,2021-06-14,22:30:00,135,64,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-06-14,18:51:00,2021-06-14,19:11:00,31,20,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
R,2021-06-14,18:02:00,2021-06-14,18:20:00,88,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-14,17:43:00,2021-06-14,23:18:00,69,335,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-06-14,16:12:00,2021-06-14,16:34:00,12,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-14,15:00:00,2021-06-14,16:00:00,5,60,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-06-14,14:37:00,2021-06-14,14:55:00,75,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-14,13:55:00,2021-06-14,15:44:00,33,109,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-06-14,13:18:00,2021-06-14,13:22:00,132,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-14,12:40:00,2021-06-14,13:56:00,94,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-06-14,11:11:00,2021-06-14,13:48:00,5,157,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-06-14,10:04:00,2021-06-14,11:06:00,1,62,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-06-14,10:00:00,2021-06-14,13:13:00,17,193,Machine Stopped by Operator,Planned Stop,CIL,Imaje 9040,,,
R,2021-06-14,09:50:00,2021-06-14,10:03:00,7,13,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
R,2021-06-14,09:30:00,2021-06-14,09:43:00,60,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-14,08:25:00,2021-06-14,08:30:00,65,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-14,08:03:00,2021-06-14,08:28:00,43,25,Machine Stopped by Operator,,,,,,
R,2021-06-14,08:00:00,2021-06-14,09:22:00,40,82,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-14,07:00:00,2021-06-14,07:20:00,2880,20,Machine Stopped by Operator,Planned Stop,,,,,
R,2021-06-12,07:00:00,2021-06-14,07:00:00,0,2880,Machine Stopped by Operator,Planned Stop,Schedule Complete,,,,
R,2021-06-12,06:50:00,2021-06-12,07:00:00,172,10,Machine Stopped by Operator,Planned Stop,,,,,
R,2021-06-12,03:45:00,2021-06-12,03:58:00,9,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-12,03:45:00,2021-06-12,03:54:00,9,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-12,02:10:00,2021-06-12,03:36:00,30,86,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-12,01:35:00,2021-06-12,01:40:00,44,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-12,00:40:00,2021-06-12,00:51:00,25,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-12,00:02:00,2021-06-12,00:15:00,22,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-11,22:38:00,2021-06-11,23:40:00,59,62,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-06-11,21:26:00,2021-06-11,21:39:00,51,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-11,20:43:00,2021-06-12,01:29:00,8,286,Machine Stopped by Operator,Planned Stop,CIL,Horizontal sealing,,,
R,2021-06-11,20:22:00,2021-06-11,20:35:00,9,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-11,19:19:00,2021-06-11,20:28:00,74,69,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-11,18:51:00,2021-06-11,20:13:00,46,82,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-06-11,18:01:00,2021-06-11,18:05:00,75,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-11,17:43:00,2021-06-11,18:29:00,57,46,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-06-11,16:41:00,2021-06-11,16:46:00,99,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-11,16:12:00,2021-06-11,17:34:00,70,82,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-06-11,13:55:00,2021-06-11,15:02:00,45,67,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
R,2021-06-11,12:57:00,2021-06-11,13:10:00,53,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-11,12:40:00,2021-06-11,13:05:00,36,25,Machine Stopped by Operator,,,,,,
R,2021-06-11,12:00:00,2021-06-11,12:04:00,98,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-11,11:11:00,2021-06-11,12:15:00,49,64,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-06-11,10:04:00,2021-06-11,10:22:00,14,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-11,09:32:00,2021-06-11,09:50:00,67,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-11,08:03:00,2021-06-11,08:25:00,75,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-11,06:39:00,2021-06-11,06:48:00,15,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-11,06:11:00,2021-06-11,06:24:00,97,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-11,04:21:00,2021-06-11,04:34:00,81,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-11,02:55:00,2021-06-11,03:00:00,73,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-11,02:30:00,2021-06-11,03:56:00,48,86,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-11,01:35:00,2021-06-11,01:42:00,37,7,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
R,2021-06-11,00:40:00,2021-06-11,00:58:00,104,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-11,00:02:00,2021-06-11,00:53:00,66,51,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-06-10,22:38:00,2021-06-10,22:56:00,84,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-10,20:43:00,2021-06-10,21:14:00,5,31,Machine Stopped by Operator,,,,,,
R,2021-06-10,20:25:00,2021-06-10,20:38:00,74,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-10,17:56:00,2021-06-10,19:11:00,82,75,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-10,17:43:00,2021-06-10,18:05:00,69,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-10,16:12:00,2021-06-10,16:34:00,179,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-10,12:55:00,2021-06-10,13:13:00,89,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-10,12:40:00,2021-06-10,12:58:00,74,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-10,12:40:00,2021-06-10,13:35:00,74,55,Machine Stopped by Operator,Conveyor System,Main Conveyor,,,,Product trapped between main and inclined conveyors
R,2021-06-10,12:40:00,2021-06-10,13:26:00,74,46,Machine Stopped by Operator,Conveyor System,Main Conveyor,,,,Product trapped between main and inclined conveyors
R,2021-06-10,12:40:00,2021-06-10,13:02:00,74,22,Machine Stopped by Operator,Conveyor System,Main Conveyor,,,,Product trapped between main and inclined conveyors
R,2021-06-10,11:13:00,2021-06-10,11:26:00,211,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-10,11:11:00,2021-06-10,11:33:00,209,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-10,07:29:00,2021-06-10,07:42:00,64,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-10,06:21:00,2021-06-10,06:25:00,106,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-10,04:24:00,2021-06-10,04:35:00,28,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-10,02:30:00,2021-06-10,03:56:00,81,86,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-10,01:05:00,2021-06-10,01:09:00,16,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-10,00:40:00,2021-06-10,00:49:00,117,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-09,23:12:00,2021-06-10,01:01:00,29,109,Machine Stopped by Operator,Planned Stop,CIL,Vertical sealing,,,
R,2021-06-09,22:30:00,2021-06-09,22:43:00,55,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-09,21:26:00,2021-06-09,21:35:00,16,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-09,20:43:00,2021-06-09,21:10:00,81,27,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
R,2021-06-09,19:11:00,2021-06-09,19:22:00,28,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-09,18:51:00,2021-06-09,19:22:00,8,31,Machine Stopped by Operator,,,,,,
R,2021-06-09,18:26:00,2021-06-09,19:48:00,142,82,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-09,17:43:00,2021-06-09,18:43:00,99,60,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
R,2021-06-09,15:51:00,2021-06-09,16:04:00,65,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-09,13:55:00,2021-06-09,14:46:00,58,51,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-06-09,12:44:00,2021-06-09,12:57:00,84,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-09,12:40:00,2021-06-09,12:53:00,80,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-09,11:11:00,2021-06-09,11:20:00,7,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-06-09,10:04:00,2021-06-09,11:04:00,97,60,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
R,2021-06-09,08:03:00,2021-06-09,08:27:00,32,24,Machine Stopped by Operator,,,,,,
R,2021-06-09,07:13:00,2021-06-09,07:31:00,199,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-09,03:45:00,2021-06-09,03:54:00,6,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-06-09,02:30:00,2021-06-09,03:39:00,11,69,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-06-09,02:10:00,2021-06-09,02:19:00,30,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-06-09,01:35:00,2021-06-09,01:40:00,47,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
